url,Property ID,Locality name,Postal code,Subtype of property,Open Fire,Price,Construction year,Building condition,Outdoor parking spaces,Living area,Kitchen type,Bedrooms,Bathrooms,Terrace surface,Elevator,Energy class,Heating type,Double glazing,Flood zone type,Tenement building,Furnished,Surface of the plot,Garden surface,Number of frontages,Swimming pool,Accessible for disabled people,Covered parking spaces,Shower rooms
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11102777,11102777,berchem,2600,apartment,0.0,"229,000",,Justrenovated,,60,Installed,1,1,9,,B,Gas,Yes,Nonfloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/aalst-9300/9300/11105763,11105763,aalst-9300,9300,apartment,0.0,"235,000",2001,,,113,,3,1,,,A,Gas,Yes,Nonfloodzone,No,,,,,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/11102865,11102865,leuven,3000,apartment,0.0,"285,000",1989,,,54,,1,1,,,C,Electric,Yes,,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/gavere/9890/11020535,11020535,gavere,9890,apartment,0.0,"299,000",2019,,,90,,2,1,,Yes,A,Gas,Yes,,No,,,,2,,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/11108064,11108064,liege,4000,apartment,0.0,"105,000",1956,Good,,52,Semiequipped,1,1,10,,D,Gas,Yes,,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/rumbeke/8800/11111767,11111767,rumbeke,8800,apartment,0.0,"210,000",2017,,1,74,Installed,2,1,,,B,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/11108226,11108226,bruxelles,1000,flat-studio,0.0,"220,000",,Asnew,,60,USAinstalled,,1,,Yes,B,Gas,Yes,,No,,,,,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/11108065,11108065,liege,4000,apartment,0.0,"249,000",1956,Good,1,104,Semiequipped,2,1,4,Yes,B,Gas,Yes,,No,No,,,2,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/11114234,11114234,saint-josse-ten-noode,1210,apartment,0.0,"250,000",1970,Good,,80,Hyperequipped,3,1,19,Yes,C,Gas,Yes,,No,,,,,,,1,
https://www.immoweb.be/en/classified/ground-floor/for-sale/lommel/3920/11110277,11110277,lommel,3920,ground-floor,0.0,"264,500",2016,,,88,Installed,2,1,15,,C,Gas,Yes,Nonfloodzone,No,,,43,2,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/lommel/3920/11110276,11110276,lommel,3920,ground-floor,0.0,"295,500",2016,,,98,Installed,2,1,20,,C,Gas,Yes,Nonfloodzone,No,,,50,2,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/merksem/2170/11111717,11111717,merksem,2170,duplex,0.0,"299,900",1973,,,105,Installed,4,1,,,C,Gas,Yes,Nonfloodzone,No,,,176,,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/herent-winksele/3020/11108528,11108528,herent-winksele,3020,apartment,0.0,"325,000",2014,Good,,71,Installed,1,1,15,Yes,B,Gas,,Nonfloodzone,No,No,,,2,No,Yes,,
https://www.immoweb.be/en/classified/service-flat/for-sale/waterloo/1410/11108533,11108533,waterloo,1410,service-flat,0.0,"345,000",2015,Asnew,,51,Installed,1,1,25,Yes,B,,Yes,Nonfloodzone,No,,,,2,No,Yes,,1
https://www.immoweb.be/en/classified/loft/for-sale/anderlecht/1070/11108142,11108142,anderlecht,1070,loft,0.0,"458,000",2015,Asnew,,180,Hyperequipped,3,2,20,Yes,C,Gas,,Nonfloodzone,No,No,,,2,No,,,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11108542,11108542,uccle,1180,apartment,0.0,"750,000",1989,Good,1,230,Hyperequipped,3,3,,Yes,D,Gas,Yes,Nonfloodzone,No,No,,300,4,No,No,1,
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11111206,11111206,uccle,1180,apartment,0.0,"765,000",1933,,,203,Semiequipped,3,2,,,E,,Yes,,No,,,30,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/11132964,11132964,turnhout,2300,apartment,0.0,"174,000",1992,Justrenovated,,67,Installed,1,1,,Yes,E,Electric,Yes,,No,,,,1,No,No,,
https://www.immoweb.be/en/classified/duplex/for-sale/antwerpen/2018/11131844,11131844,antwerpen,2018,duplex,0.0,"495,000",2001,Good,,159,Hyperequipped,2,1,,Yes,B,Gas,Yes,Nonfloodzone,No,,,,,No,No,2,
https://www.immoweb.be/en/classified/apartment/for-sale/berlaar/2590/11116490,11116490,berlaar,2590,apartment,0.0,"295,000",2023,,,96,Installed,3,,14,Yes,Notspecified,,Yes,Nonfloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/herve/4650/11125562,11125562,herve,4650,apartment-block,0.0,"259,000",,,,290,,6,3,,No,E,,Yes,,Yes,No,210,,2,,No,,3
https://www.immoweb.be/en/classified/house/for-sale/chaumont-gistoux/1325/11125542,11125542,chaumont-gistoux,1325,house,0.0,"495,000",1955,Tobedoneup,5,224,Installed,4,2,,No,F,Fueloil,Yes,Nonfloodzone,No,No,1990,1000,4,No,No,1,2
https://www.immoweb.be/en/classified/farmhouse/for-sale/chaumont-gistoux/1325/11125541,11125541,chaumont-gistoux,1325,farmhouse,0.0,"850,000",1790,Torestore,10,800,,10,4,,No,D,Fueloil,,Nonfloodzone,No,No,2327,,4,No,Yes,2,3
https://www.immoweb.be/en/classified/apartment/for-sale/puurs-sint-amands/2870/11125540,11125540,puurs-sint-amands,2870,apartment,0.0,"378,000",2022,Asnew,1,,Hyperequipped,2,1,10,Yes,A,,Yes,Nonfloodzone,No,No,,,2,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/puurs-sint-amands/2870/11125539,11125539,puurs-sint-amands,2870,apartment,0.0,"415,000",2022,Asnew,1,,Hyperequipped,2,1,43,Yes,A,,Yes,Nonfloodzone,No,No,,,2,,,1,
https://www.immoweb.be/en/classified/farmhouse/for-sale/vis%C3%A9/4600/10866382,10866382,vis%C3%A9,4600,farmhouse,0.0,"325,000",,,5,,,6,1,,,Notspecified,Fueloil,Yes,,No,,1450,,4,,,,1
https://www.immoweb.be/en/classified/house/for-sale/dendermonde%20schoonaarde/9200/11125534,11125534,dendermonde%20schoonaarde,9200,house,0.0,"225,000",,Good,1,165,Hyperequipped,2,1,18,,F,Gas,Yes,,No,,240,60,3,,,1,
https://www.immoweb.be/en/classified/villa/for-sale/edegem/2650/11125533,11125533,edegem,2650,villa,1.0,"549,000",1962,Torenovate,2,230,Installed,4,1,15,,E,Fueloil,Yes,Nonfloodzone,No,,547,,4,,,1,
https://www.immoweb.be/en/classified/house/for-sale/lier/2500/11125532,11125532,lier,2500,house,0.0,"249,000",,Good,,74,Semiequipped,2,1,20,,E,Gas,Yes,Nonfloodzone,No,,93,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/11125531,11125531,dendermonde,9200,house,0.0,"349,000",1935,Good,2,144,USAhyperequipped,4,1,30,,C,Gas,Yes,,No,,672,,3,,Yes,2,
https://www.immoweb.be/en/classified/house/for-sale/overijse/3090/11125530,11125530,overijse,3090,house,1.0,"465,000",1970,,1,197,,3,2,,,F,,,,No,No,798,,4,,,1,
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/11125516,11125516,woluwe-saint-lambert,1200,house,0.0,"595,000",1964,Torenovate,1,192,Notinstalled,5,2,2,,G,Fueloil,,,No,No,180,110,3,,,,2
https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/11125507,11125507,ninove,9400,house,0.0,"539,000",,Asnew,1,184,Hyperequipped,4,2,,,Notspecified,,Yes,,No,No,1224,,3,,Yes,1,2
https://www.immoweb.be/en/classified/villa/for-sale/wetteren/9230/11125506,11125506,wetteren,9230,villa,0.0,"514,995",,Asnew,2,191,,3,1,,No,Notspecified,,Yes,,No,No,401,,4,,Yes,1,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/11125505,11125505,wetteren,9230,house,0.0,"430,305",,Asnew,2,146,,3,1,,,Notspecified,,Yes,Nonfloodzone,No,No,284,,3,,Yes,1,
https://www.immoweb.be/en/classified/villa/for-sale/wetteren/9230/11125504,11125504,wetteren,9230,villa,0.0,"523,479",,Asnew,2,196,,3,1,,,Notspecified,,Yes,Nonfloodzone,No,No,374,,4,,Yes,1,
https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/11125503,11125503,wetteren,9230,house,0.0,"440,631",,Asnew,2,148,,3,1,,,Notspecified,,Yes,,No,No,244,,3,,,,
https://www.immoweb.be/en/classified/house/for-sale/gooik/1755/11125502,11125502,gooik,1755,house,0.0,"346,000",,Asnew,1,137,,3,1,,,A,,Yes,Nonfloodzone,No,No,181,,2,,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/galmaarden/1570/11125501,11125501,galmaarden,1570,apartment,0.0,"288,943",,,2,83,,2,1,7,Yes,Notspecified,,Yes,,No,,,,,,Yes,,
https://www.immoweb.be/en/classified/villa/for-sale/kampenhout/1910/11125496,11125496,kampenhout,1910,villa,0.0,"648,000",2008,Asnew,,173,Hyperequipped,3,1,,,D,Electric,Yes,,No,,1510,,4,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/oostende/8400/11125495,11125495,oostende,8400,apartment-block,0.0,"2,550,000",1987,Tobedoneup,,1021,USAinstalled,22,11,,Yes,C,Electric,Yes,Nonfloodzone,Yes,No,170,,2,,Yes,,
https://www.immoweb.be/en/classified/mansion/for-sale/li%C3%A8ge/4000/11125494,11125494,li%C3%A8ge,4000,mansion,0.0,"670,000",,Good,,310,Installed,7,3,,,C,Gas,Yes,,No,,265,,2,,,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/liege/4000/11125493,11125493,liege,4000,apartment-block,0.0,"1,190,000",1930,Good,,1025,,10,,,No,Notspecified,,,,Yes,No,,,3,No,No,,
https://www.immoweb.be/en/classified/house/for-sale/terhagen/2840/11125490,11125490,terhagen,2840,house,0.0,"165,000",1930,Torenovate,,104,Installed,3,1,,,F,Gas,Yes,Nonfloodzone,No,,112,,2,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/lier/2500/11125489,11125489,lier,2500,penthouse,0.0,"425,395",2022,Asnew,88,116,,3,1,,,Notspecified,,Yes,Nonfloodzone,No,No,,,,,,88,
https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/10839752,10839752,turnhout,2300,apartment,0.0,"329,000",1960,Asnew,,140,Hyperequipped,2,2,8,Yes,B,Gas,Yes,Nonfloodzone,No,,,,2,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/vosselaar/2350/10506301,10506301,vosselaar,2350,apartment,0.0,"199,000",,Good,,98,Semiequipped,3,1,,Yes,C,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/vosselaar/2350/10506298,10506298,vosselaar,2350,apartment,0.0,"209,000",,Asnew,,100,Hyperequipped,3,1,2,Yes,B,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/11135208,11135208,de-haan,8420,apartment,0.0,"189,000",1996,Good,,76,,2,1,,No,B,Gas,Yes,Nonfloodzone,No,,,,,,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/11135054,11135054,antwerpen,2000,apartment,0.0,"298,500",1960,Good,,75,Installed,2,1,1,Yes,C,Fueloil,No,,No,,,,1,No,No,,
https://www.immoweb.be/en/classified/duplex/for-sale/vorst/1190/11135346,11135346,vorst,1190,duplex,0.0,"419,000",2018,Asnew,,116,Installed,3,1,16,Yes,C,Gas,Yes,,No,,,54,,No,No,,1
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10483416,10483416,middelkerke,8430,apartment,0.0,"94,900",1974,Asnew,,28,,1,1,,Yes,C,,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/wanfercee-baulet/6224/10804082,10804082,wanfercee-baulet,6224,flat-studio,0.0,"95,000",,Good,1,26,Semiequipped,,1,,,D,Gas,Yes,,No,,,,3,,,,
https://www.immoweb.be/en/classified/service-flat/for-sale/overijse/3090/10017681,10017681,overijse,3090,service-flat,0.0,"110,000",2010,Good,,25,USAinstalled,1,1,,Yes,D,Electric,Yes,Possiblefloodzone,No,No,,,,No,Yes,,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10854772,10854772,middelkerke,8430,apartment,0.0,"115,000",1972,Tobedoneup,,47,,1,1,,Yes,Notspecified,,,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/10463295,10463295,huy,4500,apartment,0.0,"125,000",1961,,,50,,2,1,3,No,D,Gas,Yes,,No,No,,,2,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/paliseul-maissin/6852/11085787,11085787,paliseul-maissin,6852,apartment,0.0,"129,000",1850,Good,1,99,Semiequipped,2,1,21,Yes,C,,Yes,Nonfloodzone,No,No,,77,2,No,,,
https://www.immoweb.be/en/classified/duplex/for-sale/huy/4500/10463324,10463324,huy,4500,duplex,0.0,"130,000",1961,,,50,,2,1,3,,F,Gas,Yes,,No,No,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/grand-halleux/6698/10751934,10751934,grand-halleux,6698,apartment,0.0,"139,000",1978,,,69,,2,2,,Yes,C,Fueloil,Yes,,No,,,,,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/oostende/8400/11015242,11015242,oostende,8400,flat-studio,0.0,"145,000",1995,,,35,,,1,2,Yes,A,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerp/2020/10962616,10962616,antwerp,2020,ground-floor,0.0,"148,000",1961,Good,1,45,,1,1,,Yes,B,Gas,Yes,Nonfloodzone,No,Yes,,1,1,No,Yes,1,1
https://www.immoweb.be/en/classified/apartment/for-sale/ans/4430/11017856,11017856,ans,4430,apartment,0.0,"149,000",,,,111,,3,1,,,D,Fueloil,Yes,Nonfloodzone,No,No,,,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/kluisbergen/9690/10941973,10941973,kluisbergen,9690,apartment,0.0,"149,000",1976,,,108,,3,1,,Yes,D,Electric,Yes,Possiblefloodzone,No,,,,2,,No,1,
https://www.immoweb.be/en/classified/apartment/for-sale/marcinelle/6001/11022509,11022509,marcinelle,6001,apartment,0.0,"150,000",,Justrenovated,1,60,Semiequipped,1,,,,C,Gas,Yes,,No,,,,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10974093,10974093,oostende,8400,apartment,0.0,"150,000",1961,,,80,,2,1,,Yes,C,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10812832,10812832,oostende,8400,apartment,0.0,"155,000",1975,,,41,,1,1,,Yes,C,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10242338,10242338,anderlecht,1070,apartment,0.0,"159,000",,Torestore,,50,Semiequipped,1,1,,,G,Gas,Yes,,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10989672,10989672,middelkerke,8430,apartment,0.0,"159,000",1958,Tobedoneup,,47,,1,1,,Yes,C,,Yes,,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/kluisbergen/9690/10941974,10941974,kluisbergen,9690,apartment,0.0,"159,000",1976,,,108,,3,1,,Yes,D,Electric,Yes,Possiblefloodzone,No,,,,2,,No,1,
https://www.immoweb.be/en/classified/flat-studio/for-sale/woluwe-saint-lambert/1200/10728683,10728683,woluwe-saint-lambert,1200,flat-studio,0.0,"165,000",,Tobedoneup,,35,Semiequipped,1,1,7,Yes,D,Gas,Yes,Nonfloodzone,No,No,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10873900,10873900,oostende,8400,apartment,0.0,"165,000",1968,Torenovate,,55,,1,1,,,D,Fueloil,Yes,,No,,,,,,,,
https://www.immoweb.be/en/classified/duplex/for-sale/bredene/8450/10708884,10708884,bredene,8450,duplex,0.0,"172,000",,Good,,73,Installed,2,1,,,F,Gas,Yes,,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/10828503,10828503,etterbeek,1040,apartment,0.0,"175,000",1904,Good,,45,Semiequipped,1,1,,,Notspecified,Gas,Yes,,No,No,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/turnhout/2300/10939815,10939815,turnhout,2300,apartment,0.0,"239,000",1974,,,98,USAhyperequipped,2,1,,Yes,B,Gas,,Nonfloodzone,No,Yes,,,,,,1,
https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/11125481,11125481,brugge,8000,house,0.0,"485,000",2021,Asnew,8,154,,4,1,,,Notspecified,,Yes,,No,,106,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/schilde/2970/11125479,11125479,schilde,2970,house,0.0,"520,000",1954,Torenovate,,161,Semiequipped,4,1,,,F,,,Nonfloodzone,No,,889,,2,,,1,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/lennik/1750/11125477,11125477,lennik,1750,exceptional-property,0.0,"419,000",2023,,22,172,USAhyperequipped,3,2,,No,A,Gas,Yes,,No,,,96,3,No,No,,2
https://www.immoweb.be/en/classified/villa/for-sale/roosdaal/1760/11125476,11125476,roosdaal,1760,villa,0.0,"419,000",2023,Asnew,22,172,USAhyperequipped,3,2,,No,A,Gas,Yes,,No,,,96,3,No,No,,2
https://www.immoweb.be/en/classified/duplex/for-sale/roosdaal/1760/11125475,11125475,roosdaal,1760,duplex,0.0,"369,000",,Asnew,1,139,USAhyperequipped,3,1,24,No,D,Gas,Yes,Nonfloodzone,No,No,,,4,,,,
https://www.immoweb.be/en/classified/villa/for-sale/berlare/9290/11125471,11125471,berlare,9290,villa,0.0,"515,000",2001,Good,2,217,USAinstalled,4,1,20,,C,Fueloil,,,No,,510,258,4,,,1,
https://www.immoweb.be/en/classified/service-flat/for-sale/beveren-waas/9120/11125467,11125467,beveren-waas,9120,service-flat,0.0,"470,000",2022,,,125,Installed,3,1,24,Yes,Notspecified,Gas,Yes,Nonfloodzone,No,,,,4,,Yes,1,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11125466,11125466,oostende,8400,apartment,0.0,"275,000",1970,Good,,,Installed,2,,,Yes,E,Fueloil,,Nonfloodzone,No,,,,2,,,,
https://www.immoweb.be/en/classified/house/for-sale/gullegem/8560/11125464,11125464,gullegem,8560,house,0.0,"249,000",1960,Torenovate,2,168,,4,1,,No,F,Gas,Yes,,No,,613,,3,,No,1,
https://www.immoweb.be/en/classified/apartment/for-sale/harelbeke/8530/11125456,11125456,harelbeke,8530,apartment,0.0,"225,000",2017,,,71,Installed,1,1,16,Yes,Notspecified,,Yes,Nonfloodzone,No,No,,,4,No,No,,
https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/11125455,11125455,sint-niklaas,9100,house,0.0,"309,000",,Torenovate,4,153,,3,,20,,F,Fueloil,Yes,Nonfloodzone,No,,844,700,3,,,1,
https://www.immoweb.be/en/classified/house/for-sale/boechout/2530/11125451,11125451,boechout,2530,house,0.0,"379,000",1967,Torenovate,,273,Notinstalled,3,1,,,F,,Yes,Nonfloodzone,No,,228,,,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11125449,11125449,anderlecht,1070,apartment,0.0,"239,000",1970,Good,,97,,2,1,7,,G,Gas,Yes,,No,,,,2,,,1,
https://www.immoweb.be/en/classified/house/for-sale/barchon/4671/11125445,11125445,barchon,4671,house,0.0,"390,000",1967,,,,Installed,2,1,,,G,Fueloil,Yes,,No,,,,,,,1,
https://www.immoweb.be/en/classified/house/for-sale/herk-de-stad/3540/11125444,11125444,herk-de-stad,3540,house,0.0,"319,000",1985,,,285,Hyperequipped,3,1,,No,D,Fueloil,Yes,,No,No,876,,4,No,No,1,
https://www.immoweb.be/en/classified/house/for-sale/morkhoven%20%28herentals%29/2200/11125443,11125443,morkhoven%20%28herentals%29,2200,house,0.0,"300,000",1978,,,159,,4,1,,,D,Gas,Yes,Nonfloodzone,No,No,483,,4,,,2,
https://www.immoweb.be/en/classified/house/for-sale/oostrozebeke/8780/11125442,11125442,oostrozebeke,8780,house,0.0,"295,000",2023,Good,,148,,3,1,,No,Notspecified,Gas,Yes,Nonfloodzone,No,No,321,,3,No,No,1,
https://www.immoweb.be/en/classified/house/for-sale/zwevezele/8750/11125440,11125440,zwevezele,8750,house,0.0,"415,000",2019,,2,200,,3,1,,No,A,Gas,Yes,Nonfloodzone,No,No,263,,3,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/nord-est%20%28bruxelles%29/1000/11125439,11125439,nord-est%20%28bruxelles%29,1000,apartment,0.0,"269,500",1999,,,60,,1,1,,Yes,E,Electric,Yes,Nonfloodzone,No,Yes,,,2,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/nord-est%20%28bruxelles%29/1000/11125438,11125438,nord-est%20%28bruxelles%29,1000,apartment,0.0,"329,500",1999,,,60,,1,1,35,Yes,G,Electric,Yes,Nonfloodzone,No,No,,,2,No,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/nord-est%20%28bruxelles%29/1000/11125437,11125437,nord-est%20%28bruxelles%29,1000,apartment,0.0,"259,500",1999,,,50,,1,1,3,Yes,F,Electric,Yes,Nonfloodzone,No,Yes,,,2,No,No,,
https://www.immoweb.be/en/classified/house/for-sale/malle/2390/11125431,11125431,malle,2390,house,0.0,"499,900",1979,Good,,170,,3,1,,,Notspecified,,Yes,Nonfloodzone,No,,620,400,4,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8432/11125430,11125430,middelkerke,8432,apartment,0.0,"225,000",2022,Good,,61,,1,,,Yes,A,Gas,Yes,Nonfloodzone,No,,,,,,Yes,,
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/11125425,11125425,gent,9000,house,0.0,"234,900",,Torenovate,,77,Installed,3,1,,,E,Gas,Yes,Nonfloodzone,No,,64,,,,,,
https://www.immoweb.be/en/classified/house/for-sale/ursel/9910/11125421,11125421,ursel,9910,house,0.0,"399,000",,,,578,,6,,,,E,Gas,Yes,Nonfloodzone,No,,658,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2000/2000/10901976,10901976,antwerpen-2000,2000,apartment,0.0,"179,000",1966,Good,,60,,1,1,3,Yes,C,,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/10697698,10697698,bredene,8450,apartment,0.0,"179,500",1987,,,60,Installed,1,,,Yes,C,Electric,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/wanze/4520/10881293,10881293,wanze,4520,apartment,0.0,"180,000",,,,67,,2,1,,Yes,C,Electric,Yes,Propertypartiallyorcompletelylocatedinacircumscribedfloodzone,No,No,,,3,No,Yes,,
https://www.immoweb.be/en/classified/penthouse/for-sale/middelkerke/8430/11011611,11011611,middelkerke,8430,penthouse,0.0,"180,000",,Good,,27,,1,1,,Yes,C,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10933989,10933989,woluwe-saint-lambert,1200,apartment,0.0,"185,000",1974,Torenovate,,65,Semiequipped,1,1,14,Yes,G,Gas,,,No,No,,,2,No,No,1,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/10732506,10732506,blankenberge,8370,apartment,0.0,"185,000",,Asnew,,60,Hyperequipped,1,1,,,B,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/10866078,10866078,westende,8434,apartment,0.0,"185,000",1961,,,60,,2,1,1,,B,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10710532,10710532,oostende,8400,apartment,0.0,"189,000",,Good,,66,,1,1,,,F,Gas,,,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/wenduine/8420/10981455,10981455,wenduine,8420,apartment,0.0,"189,000",1973,Tobedoneup,,70,Installed,2,,,,B,Gas,Yes,,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/vichte/8570/10724948,10724948,vichte,8570,apartment,0.0,"190,000",2020,Good,,57,USAinstalled,1,,18,,B,,Yes,Nonfloodzone,No,,,,,,Yes,,1
https://www.immoweb.be/en/classified/ground-floor/for-sale/vichte/8570/10724941,10724941,vichte,8570,ground-floor,0.0,"190,000",2020,Good,,57,USAinstalled,1,,18,,B,,Yes,Nonfloodzone,No,,,,,,Yes,,1
https://www.immoweb.be/en/classified/apartment/for-sale/eeklo/9900/10913914,10913914,eeklo,9900,apartment,0.0,"190,000",1977,,,94,,2,1,,Yes,B,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/11088739,11088739,schaerbeek,1030,apartment,0.0,"198,000",,,,62,,1,1,,Yes,G,Gas,Yes,Nonfloodzone,No,No,,,2,No,No,1,
https://www.immoweb.be/en/classified/duplex/for-sale/ougree/4102/10979647,10979647,ougree,4102,duplex,0.0,"199,000",,,,180,,3,1,60,,E,Fueloil,No,Nonfloodzone,No,No,,,2,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10888082,10888082,oostende,8400,apartment,0.0,"199,000",1985,Tobedoneup,,85,,2,1,5,Yes,D,,Yes,,No,,,,,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8430/10966439,10966439,middelkerke,8430,apartment,0.0,"204,000",1976,,,68,Notinstalled,2,,,Yes,B,Electric,Yes,,No,,,,,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/10650812,10650812,oostende,8400,apartment,0.0,"210,000",2018,,,65,,1,1,2,Yes,B,Gas,Yes,Nonfloodzone,No,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/10981449,10981449,kortrijk,8500,apartment,0.0,"210,000",1979,,,74,Installed,2,1,,Yes,C,Gas,Yes,Nonfloodzone,No,,,,,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/maasmechelen/3630/10987560,10987560,maasmechelen,3630,apartment,0.0,"212,769",2022,Good,,83,Installed,2,1,,Yes,Notspecified,Gas,Yes,Nonfloodzone,No,,,,,,No,,
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11060608,11060608,gent,9000,apartment,0.0,"215,000",2004,,,55,Semiequipped,1,1,,,C,,Yes,,No,,,,2,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/yvoir/5530/11077996,11077996,yvoir,5530,apartment,0.0,"216,000",1850,Justrenovated,,83,Installed,2,1,10,Yes,Notspecified,Gas,,Nonfloodzone,No,,,47,2,,,1,
https://www.immoweb.be/en/classified/apartment/for-sale/lessines/7860/10594847,10594847,lessines,7860,apartment,0.0,"216,000",,Good,,100,,2,1,,,B,Gas,Yes,,No,,,,2,,,,
https://www.immoweb.be/en/classified/flat-studio/for-sale/uccle/1180/11096430,11096430,uccle,1180,flat-studio,0.0,"220,000",,,1,49,,,1,13,Yes,D,Gas,Yes,Nonfloodzone,No,No,,,2,No,No,,
